Marital_status,Application_order,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Educational_special_needs,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,Status,total_approved_units,total_enrolled_units,total_evaluations,total_grade,approval_ratio,avg_grade,Application_mode_2,Application_mode_5,Application_mode_7,Application_mode_10,Application_mode_15,Application_mode_16,Application_mode_17,Application_mode_18,Application_mode_26,Application_mode_27,Application_mode_39,Application_mode_42,Application_mode_43,Application_mode_44,Application_mode_51,Application_mode_53,Application_mode_57,Course_171,Course_8014,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147,Course_9238,Course_9254,Course_9500,Course_9556,Course_9670,Course_9773,Course_9853,Course_9991,Nacionality_2,Nacionality_6,Nacionality_11,Nacionality_13,Nacionality_14,Nacionality_17,Nacionality_21,Nacionality_22,Nacionality_24,Nacionality_25,Nacionality_26,Nacionality_32,Nacionality_41,Nacionality_62,Nacionality_100,Nacionality_101,Nacionality_103,Nacionality_105,Nacionality_108,Nacionality_109,Gender_1,Displaced_1,Debtor_1,Tuition_fees_up_to_date_1,Scholarship_holder_1
1,1,1,1,126.0,3,1,2,5,116.9,1,18,0,13.9,-0.3,0.79,0,12,14,22,23.5,0.8571428571428571,1.0681818181818181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,1,3,130.0,19,37,90,5,130.0,0,27,0,12.7,3.7,-1.7,1,3,10,11,22.5,0.3,2.0454545454545454,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,19,100.0,37,38,9,9,120.0,0,29,0,12.7,3.7,-1.7,1,1,14,9,10.0,0.07142857142857142,1.1111111111111112,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,122.0,1,19,4,3,130.4,0,18,0,11.1,0.6,2.02,0,10,12,20,24.0,0.8333333333333334,1.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,126.0,19,38,9,7,118.7,0,18,0,16.2,0.3,-0.92,0,11,12,13,24.46666666666667,0.9166666666666666,1.8820512820512822,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,128.0,38,38,7,7,131.5,0,18,0,9.4,-0.8,-3.12,0,16,16,16,25.5425,1.0,1.59640625,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,3,1,1,134.0,37,38,9,9,120.4,0,20,0,9.4,-0.8,-3.12,0,8,10,21,23.933333333333334,0.8,1.1396825396825396,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,1,1,128.0,38,38,9,9,129.1,0,18,0,11.1,0.6,2.02,0,11,12,13,27.266666666666666,0.9166666666666666,2.0974358974358975,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,125.0,1,1,4,4,132.0,0,18,0,13.9,-0.3,0.79,0,9,12,21,23.03333333333333,0.75,1.0968253968253967,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,1,3,130.0,3,3,1,1,130.0,0,28,0,10.8,1.4,1.74,1,1,9,19,12.0,0.1111111111111111,0.631578947368421,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,1,1,135.0,37,1,7,7,132.8,0,18,0,12.7,3.7,-1.7,0,14,16,24,23.442857142857143,0.875,0.9767857142857143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
1,1,1,19,133.1,37,38,151,161,143.7,0,27,0,12.4,0.5,1.79,0,7,14,26,26.525,0.5,1.0201923076923076,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,140.0,3,1,2,4,152.8,0,26,0,16.2,0.3,-0.92,0,12,14,21,28.55,0.8571428571428571,1.3595238095238096,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,2,1,1,138.0,19,1,9,3,133.5,0,18,0,12.7,3.7,-1.7,0,12,12,12,26.333333333333332,1.0,2.194444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,150.0,5,5,2,2,146.2,0,18,0,9.4,-0.8,-3.12,1,9,10,18,27.0,0.9,1.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,2,1,1,125.0,1,19,4,6,115.2,1,21,0,15.5,2.8,-4.06,1,0,10,11,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,2,1,1,121.0,4,1,2,3,120.7,0,18,0,9.4,-0.8,-3.12,0,4,12,17,10.75,0.3333333333333333,0.6323529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2,1,0,1,120.0,34,34,99,99,101.8,0,32,0,10.8,1.4,1.74,1,0,10,15,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,1,1,140.0,34,34,0,0,100.0,0,28,0,7.6,2.6,0.32,0,8,10,13,24.25,0.8,1.8653846153846154,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,1,100.0,37,19,9,2,121.9,0,40,0,12.7,3.7,-1.7,1,0,9,4,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,0,1,140.0,37,37,9,10,120.4,0,39,0,9.4,-0.8,-3.12,1,0,9,9,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,1,1,140.0,37,37,9,10,120.4,0,39,0,9.4,-0.8,-3.12,1,0,12,0,0.0,0.0,1.42364417989418,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,1,120.0,37,19,9,4,148.8,0,50,0,8.9,1.4,3.51,0,11,12,22,24.9,0.9166666666666666,1.1318181818181818,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,2,1,1,138.0,1,1,9,4,123.0,0,23,0,10.8,1.4,1.74,1,8,12,19,24.46666666666667,0.6666666666666666,1.287719298245614,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
4,1,0,19,133.1,34,34,0,0,100.0,0,48,0,9.4,-0.8,-3.12,1,2,12,22,21.0,0.16666666666666666,0.9545454545454546,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,2,1,1,118.0,37,37,9,9,112.1,0,23,0,7.6,2.6,0.32,1,9,12,21,21.45,0.75,1.0214285714285714,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,6,1,1,135.0,37,1,5,5,126.8,0,18,0,10.8,1.4,1.74,0,14,16,16,25.22,0.875,1.57625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
1,1,1,1,130.0,3,19,2,9,115.9,0,18,0,9.4,-0.8,-3.12,0,7,10,20,24.6,0.7,1.23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,150.0,3,37,2,8,132.5,0,20,1,13.9,-0.3,0.79,0,11,12,16,26.5,0.9166666666666666,1.65625,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,3,1,1,149.0,1,1,9,9,132.2,0,18,1,10.8,1.4,1.74,0,9,10,17,25.0,0.9,1.4705882352941178,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True
1,1,1,1,180.0,5,3,1,1,183.5,0,18,1,16.2,0.3,-0.92,1,4,15,16,12.0,0.26666666666666666,0.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,1,1,1,133.1,1,1,9,3,136.0,0,31,0,16.2,0.3,-0.92,1,2,10,21,23.0,0.2,1.0952380952380953,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,19,133.1,19,19,5,3,100.9,0,24,0,10.8,1.4,1.74,0,4,10,15,22.5,0.4,1.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,1,145.0,3,1,2,10,114.5,0,24,0,9.4,-0.8,-3.12,0,0,0,0,0.0,0.8571428571428571,1.42364417989418,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,1,110.0,37,37,9,9,110.3,0,26,0,10.8,1.4,1.74,1,0,10,14,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,1,1,1,154.0,3,3,2,2,137.2,0,18,0,16.2,0.3,-0.92,1,9,12,20,25.375,0.75,1.26875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
1,1,1,1,126.0,37,37,4,7,116.9,0,19,0,12.7,3.7,-1.7,0,6,10,22,23.333333333333332,0.6,1.0606060606060606,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
1,1,1,1,133.0,19,37,9,8,121.8,0,22,0,13.9,-0.3,0.79,1,0,12,0,0.0,0.0,1.42364417989418,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,2,1,1,145.0,4,2,2,3,127.3,0,18,0,10.8,1.4,1.74,0,14,16,16,23.38,0.875,1.46125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,39,120.0,1,19,4,7,120.0,0,20,0,16.2,0.3,-0.92,1,0,12,23,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,1,1,39,150.0,4,4,2,2,150.0,0,25,0,15.5,2.8,-4.06,0,0,0,0,0.0,0.8571428571428571,1.42364417989418,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,1,150.0,3,3,4,4,100.0,0,24,0,13.9,-0.3,0.79,0,9,10,21,22.785714285714285,0.9,1.0850340136054422,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,1,150.0,3,3,4,4,150.0,0,27,0,8.9,1.4,3.51,1,1,10,10,14.0,0.1,1.4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,1,127.0,3,19,4,4,116.9,0,21,0,15.5,2.8,-4.06,0,10,12,14,23.4,0.8333333333333334,1.6714285714285713,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,39,140.0,19,38,3,9,140.0,0,21,0,12.4,0.5,1.79,0,12,12,13,26.023809523809526,1.0,2.001831501831502,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,3,1,1,128.0,19,1,9,9,122.1,0,19,0,10.8,1.4,1.74,1,10,12,15,23.833333333333336,0.8333333333333334,1.588888888888889,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,1,127.0,19,19,5,5,160.0,0,28,0,16.2,0.3,-0.92,0,15,15,18,29.546753246753248,1.0,1.6414862914862915,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,117.0,19,19,5,7,118.4,0,20,0,7.6,2.6,0.32,0,7,10,18,22.0,0.7,1.2222222222222223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,39,150.0,1,19,4,10,150.0,0,21,0,15.5,2.8,-4.06,0,12,12,18,25.625,1.0,1.4236111111111112,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
1,1,1,1,154.0,1,1,5,3,144.9,0,18,0,16.2,0.3,-0.92,0,15,15,16,31.146031746031746,1.0,1.946626984126984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
1,2,1,1,127.0,19,1,9,10,121.1,0,18,0,8.9,1.4,3.51,0,10,10,14,25.799999999999997,1.0,1.8428571428571427,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True
1,2,1,1,133.0,19,1,5,10,121.8,0,20,0,15.5,2.8,-4.06,0,7,10,15,21.2,0.7,1.4133333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,40,120.0,1,1,5,10,146.8,0,25,0,16.2,0.3,-0.92,0,7,10,11,27.7,0.7,2.518181818181818,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,133.1,38,19,5,6,138.0,0,22,0,11.1,0.6,2.02,0,8,12,19,27.125,0.6666666666666666,1.4276315789473684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
1,1,1,1,149.0,37,37,9,9,138.0,0,18,0,9.4,-0.8,-3.12,0,12,16,22,26.993333333333336,0.75,1.226969696969697,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,2,1,1,125.0,19,38,9,7,116.3,0,19,0,13.9,-0.3,0.79,0,10,10,16,24.25,1.0,1.515625,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,5,1,1,126.0,12,19,4,5,122.5,0,19,0,12.4,0.5,1.79,1,6,10,22,24.0,0.6,1.0909090909090908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,19,133.1,19,1,7,9,115.0,0,25,0,12.7,3.7,-1.7,1,8,12,19,26.75,0.6666666666666666,1.4078947368421053,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
1,1,1,1,115.0,12,12,1,10,115.0,0,21,0,15.5,2.8,-4.06,1,12,19,23,25.444444444444446,0.631578947368421,1.106280193236715,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
1,3,1,1,117.0,1,2,3,2,119.8,0,19,0,11.1,0.6,2.02,1,2,11,20,11.0,0.18181818181818182,0.55,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,2,1,1,133.1,1,1,4,4,95.0,0,20,0,11.1,0.6,2.02,1,0,10,19,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,39,150.0,3,2,2,2,150.0,0,25,0,15.5,2.8,-4.06,1,20,23,29,23.285714285714285,0.8695652173913043,0.8029556650246306,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,130.0,19,1,7,4,117.8,0,20,0,10.8,1.4,1.74,0,6,10,19,23.0,0.6,1.2105263157894737,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,1,161.0,37,37,9,9,144.2,0,18,0,7.6,2.6,0.32,0,0,0,0,0.0,0.8571428571428571,1.42364417989418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,39,130.0,39,39,194,193,130.0,0,23,0,8.9,1.4,3.51,0,6,12,24,22.166666666666664,0.5,0.923611111111111,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
1,1,1,1,111.0,1,3,9,10,128.2,0,23,0,9.4,-0.8,-3.12,0,16,16,16,25.015,1.0,1.5634375,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,42,140.0,3,38,141,151,135.3,0,21,0,8.9,1.4,3.51,0,22,24,32,24.090909090909093,0.9166666666666666,0.7528409090909092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,132.0,1,1,3,3,143.9,0,20,0,9.4,-0.8,-3.12,0,5,10,23,23.666666666666664,0.5,1.0289855072463767,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,0,1,139.0,1,1,4,10,140.7,0,25,0,12.4,0.5,1.79,1,3,10,21,21.333333333333336,0.3,1.015873015873016,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,132.0,19,38,9,9,130.4,0,18,0,8.9,1.4,3.51,0,11,12,15,26.7,0.9166666666666666,1.78,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,6,1,6,119.0,1,1,9,9,123.2,0,22,0,10.8,1.4,1.74,0,12,12,14,27.791666666666664,1.0,1.9851190476190474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,1,133.1,19,19,3,9,118.0,0,27,0,8.9,1.4,3.51,0,12,12,14,28.714285714285715,1.0,2.0510204081632653,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
